id,run_id,category,variable_name,baseline_value,requested_value,effective_value,verification_source,verification_status,changed_from_control,observed_monotonic_ns
146,run-d9ea3854337e4f178372317788f10cce,device_profile,r.ShaderPipelineCache.BackgroundBatchSize,20,20,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509522041
147,run-d9ea3854337e4f178372317788f10cce,device_profile,r.ShaderPipelineCache.BatchSize,20,20,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509537458
148,run-d9ea3854337e4f178372317788f10cce,device_profile,r.ShaderPipelineCache.BatchTime,4,4,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509552750
149,run-d9ea3854337e4f178372317788f10cce,device_profile,r.ShaderPipelineCache.LazyLoadShadersWhenPSOCacheIsPresent,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509567875
150,run-d9ea3854337e4f178372317788f10cce,device_profile,r.SkyLight.RealTimeReflectionCapture.ResolutionOverride,32,32,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509583125
151,run-d9ea3854337e4f178372317788f10cce,device_profile,r.SkyLight.RealTimeReflectionCapture.TimeSlice.SkyCloudCubeFacePerFrame,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509598458
152,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Streaming.AllowFastForceResident,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509613916
153,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Streaming.MaxTempMemoryAllowed,20,20,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509629000
154,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Streaming.PoolSize,1000,1000,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509649791
155,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Streaming.PoolSizeForMeshes,-1,-1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509664916
156,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Streaming.UseFixedPoolSize,0,0,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509689375
157,run-d9ea3854337e4f178372317788f10cce,device_profile,r.VSync,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509707375
158,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Vulkan.AllowPSOPrecaching,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509722958
159,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Vulkan.CompressSPIRV,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509738125
160,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Vulkan.EnablePipelineLRUCache,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509753125
161,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Vulkan.PSOLRUEvictAfterUnusedFrames,1000,1000,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509768500
162,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Vulkan.PipelineCacheFromShaderPipelineCache,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509784583
163,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Vulkan.PipelineLRUCacheEvictBinary,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509808666
164,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Vulkan.ReleaseShaderModuleWhenEvictingPSO,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509824125
165,run-d9ea3854337e4f178372317788f10cce,device_profile,r.Vulkan.UseChunkedPSOCache,0,0,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509850000
166,run-d9ea3854337e4f178372317788f10cce,device_profile,r.pso.CreateOnRHIThread,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509875166
167,run-d9ea3854337e4f178372317788f10cce,device_profile,r.pso.PrecompileThreadPoolPercentOfHardwareThreads,0,0,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509891166
168,run-d9ea3854337e4f178372317788f10cce,device_profile,r.pso.PrecompileThreadPoolSize,4,4,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509926291
169,run-d9ea3854337e4f178372317788f10cce,device_profile,sg.AntiAliasingQuality,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509943333
170,run-d9ea3854337e4f178372317788f10cce,device_profile,sg.EffectsQuality,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509958458
171,run-d9ea3854337e4f178372317788f10cce,device_profile,sg.PostProcessQuality,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509973916
172,run-d9ea3854337e4f178372317788f10cce,device_profile,sg.ReflectionQuality,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579509989083
173,run-d9ea3854337e4f178372317788f10cce,device_profile,sg.ResolutionQuality,100,100,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579510004333
174,run-d9ea3854337e4f178372317788f10cce,device_profile,sg.ShadowQuality,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579510020500
175,run-d9ea3854337e4f178372317788f10cce,device_profile,sg.TextureQuality,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579510036166
176,run-d9ea3854337e4f178372317788f10cce,device_profile,sg.ViewDistanceQuality,1,1,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579510061500
181,run-d9ea3854337e4f178372317788f10cce,device_profile,t.MaxFPS,60,60,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579510149708
177,run-d9ea3854337e4f178372317788f10cce,device_profile,tft.Audio.DeviceTier,High,High,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579510077375
178,run-d9ea3854337e4f178372317788f10cce,device_profile,tft.Audio.PlayOnlyOneArenaAtATime,false,false,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579510093833
179,run-d9ea3854337e4f178372317788f10cce,device_profile,tft.Audio.RestrictNumberOfAmbientSounds,false,false,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579510109458
180,run-d9ea3854337e4f178372317788f10cce,device_profile,tft.DefaultFrameRateLimit,60,60,,/Users/flash/Library/Application Support/TFTMAC/Modes/advanced_diagnostics/Captures/2026-09-10T13-36-25.410Z-0057cbdc-b0e1-4ee7-ac13-4faf8b89c66b/logcat.raw.txt,UNOBSERVED,0,1163579510124833
104,run-d9ea3854337e4f178372317788f10cce,guest_property,debug.angle.feature_overrides_disabled,preferSubmitAtFBOBoundary,preferSubmitAtFBOBoundary,preferSubmitAtFBOBoundary,adb getprop,VERIFIED,0,1163579505409333
103,run-d9ea3854337e4f178372317788f10cce,guest_property,debug.angle.feature_overrides_enabled,exposeNonConformant*:exposeES32ForTesting:syncMonolithicPipelinesToBlobCache,exposeNonConformant*:exposeES32ForTesting:syncMonolithicPipelinesToBlobCache,exposeNonConformantExtensionsAndVersions:exposeES32ForTesting,adb getprop,MISMATCH,0,1163579486915750
102,run-d9ea3854337e4f178372317788f10cce,guest_property,debug.egl.blobcache.multifile,true,true,,adb getprop,MISMATCH,0,1163579469474625
96,run-d9ea3854337e4f178372317788f10cce,runtime,display.dpi,320,320,320,direct runtime identity,VERIFIED,0,1163579452259250
95,run-d9ea3854337e4f178372317788f10cce,runtime,display.height,1080,1080,1080,direct runtime identity,VERIFIED,0,1163579451852291
94,run-d9ea3854337e4f178372317788f10cce,runtime,display.width,1920,1920,1920,direct runtime identity,VERIFIED,0,1163579451834291
100,run-d9ea3854337e4f178372317788f10cce,runtime,gpu_mode,host,host,host,direct runtime identity,VERIFIED,0,1163579452342083
92,run-d9ea3854337e4f178372317788f10cce,runtime,package,com.riotgames.league.teamfighttactics,com.riotgames.league.teamfighttactics,com.riotgames.league.teamfighttactics,direct runtime identity,VERIFIED,0,1163579450855958
93,run-d9ea3854337e4f178372317788f10cce,runtime,package_version,18.1-5423749,18.1-5423749,18.1-5423749,direct runtime identity,VERIFIED,0,1163579451809875
99,run-d9ea3854337e4f178372317788f10cce,runtime,ram_mib,6144,6144,6144,direct runtime identity,VERIFIED,0,1163579452325625
97,run-d9ea3854337e4f178372317788f10cce,runtime,refresh_hz,60,60,60,direct runtime identity,VERIFIED,0,1163579452288833
101,run-d9ea3854337e4f178372317788f10cce,runtime,selected_game_rhi,OPENGL_ES_ANGLE,OPENGL_ES_ANGLE,UNKNOWN,direct runtime identity,MISMATCH,0,1163579452361750
98,run-d9ea3854337e4f178372317788f10cce,runtime,vcpu,8,8,8,direct runtime identity,VERIFIED,0,1163579452308625
